row_id,customer_message,expected_intent,predicted_intent,intent_confidence,retrieval_score,escalation_decision,escalation_reason,historical_response,draft_reply
35,"@AmazonHelp Thursday, November 9, last week. 😕",other,other,0.10648316217731105,0.7222528672741211,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@526002 It's not usual for an item to be shipped close to, or even on the delivery date. Keep us posted on the arrival! ^DG","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: It's not usual for an item to be shipped close to, or even on the delivery date. Keep us posted on the arrival!"
36,@115850 bought oneplus 5 but I didn't get Kindle and amazing prime offer....my login I'd __email__,promotion,promotion,0.10874269855258535,0.42428210859663434,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@305443 Thanks! Can we help? ^WT,"I understand that you are having an issue with a promotion or offer. Please check the promotion terms and eligibility associated with the order.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
37,"@AmazonHelp Thanks, just refund the amount.. Last hopes on Amazon..
Harish 
M-9986887441",return_refund,other,0.1371744368791195,0.500950367983572,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@281834 I’m so sorry to hear your order did not arrive! We're aware that our delivery services reflects on our business as a whole, and we appreciate your feedback. Please let us know if you have further questions or concerns! We're here to help. ^TG","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: I’m so sorry to hear your order did not arrive! We're aware that our delivery services reflects on our business as a whole, and we appreciate your feedback. Please let us know if you have further questions or concerns! We're here to help."
38,"@AmazonHelp Have spotted one there am interested in, Can I arrange delivery to an address that is different from my usual home and billing address",shipping_information,delivery_tracking,0.09758209138045637,0.43198451131964055,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@203715 I'm sorry for the account issues. Without posting account details, can you tell us a bit more of what's going on? ^EB","I can help you check the latest tracking information for your Amazon order. Please check the tracking details in your order or provide the relevant order information.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
39,@AmazonHelp Is there an email I can contact?,other,delivery_tracking,0.1028797334023374,0.7309412857460613,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@185176 Absolutely, Marv! To reach us by e-mail, please see here: https://t.co/hApLpMlfHN Let us know if you need more help! ^FD","I can help you check the latest tracking information for your Amazon order. Please check the tracking details in your order or provide the relevant order information.

Similar Amazon support guidance: Absolutely, Marv! To reach us by e-mail, please see here: Let us know if you need more help!"
40,"@AmazonHelp Un libro (previsto per lunedì) è arrivato oggi, l'altro (forse) martedì. 
Grazie comunque per l'aiuto!!",delivery_tracking,other,0.10648316217731105,0.3644179448938857,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@482500 Tienici aggiornati. Buona giornata! ^BC,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
41,"@120540 ma è mai possibile che i prodotti sul dash button sono sempre non disponibili Dash, Pampers, Ace etc etc e che c.....",other,other,0.10648316217731105,0.47171882795440473,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@202271 Puoi vedere i prodotti al momento disponibili per ciascuna marca sulle singole pagine dei Dash Button sul nostro sito. ^EA,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Puoi vedere i prodotti al momento disponibili per ciascuna marca sulle singole pagine dei Dash Button sul nostro sito."
42,@AmazonHelp はい！わざわざありがとうございました！,other,other,0.10648316217731105,0.7748707896402669,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@400225 暖かいお声がけをいただき恐縮です😭　リプライいただきありがとうございました！HM,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: 暖かいお声がけをいただき恐縮です😭 リプライいただきありがとうございました！HM"
43,"Dear @115821 ,

Your search algorithms for women’s shoes aren’t working. Filters aren’t refining data properly. It’s a hot mess, and I can’t find what I need. 

Please fix this so I can buy shoes!

Sincerely,

A frustrated customer

@115851 @52240",order_issue,other,0.15690004278069075,0.3622840609879965,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@172659 Apologies for the inconvenience. Could you kindly help us with the title you're streaming? ^AP,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
44,"@AmazonHelp @120533 @AmazonHelp en 1-2 le mail, en 3 votre site lorsque je veux me connecter (je n'ai plus utilisé ce compte depuis quelques années https://t.co/zD48CHw1yG",account_issue,other,0.14625697325829357,0.29263870945591025,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@786967 Moi aussi, acheteuse compulsive 😜 Quelle(s) boutique(s) Amazon préférez-vous? ^SM","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
45,@AmazonHelp Laposte,shipping_information,other,0.10648316217731105,0.39510510913130126,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@222203 Pour être sûr d'avoir la bonne réponse, je vous recommande de demander conseiller à votre banque. Cette dernière est la mieux placée pour vous expliquer les différentes offres et options qu'elle propose ^KD","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
46,@AmazonHelp please help with my carrier/delivery issue!!!!!!,shipping_information,other,0.14374474438534804,0.45456808760120276,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@775639 Hello Sarah. Can I ask, is there an issue with an order you are expecting please? ^GA","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Hello Sarah. Can I ask, is there an issue with an order you are expecting please?"
47,Amazon fucked up and delivers my package to another house😑,missing_delivery,missing_delivery,0.19306875134251372,0.516235539816122,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@180777 Capturing delivery photos is intended to help you see that your package was safely delivered and where. You can find more details here: https://t.co/A5IaVjRn3a  ^SE,"I understand that your order has not arrived as expected. Please check the latest delivery status and estimated delivery date in your Amazon order details.

Similar Amazon support guidance: Capturing delivery photos is intended to help you see that your package was safely delivered and where. You can find more details here:"
48,@AmazonHelp Nobody has got back to me yet,other,return_refund,0.13670366800529862,1.0,ESCALATE,Human review recommended for sensitive return_refund case.,@158381 Please reach out to the brand and they'll help you with your issue. ^ZH,"I understand that you need help with a return or refund. Please check the return or refund status in your Amazon order details.

Similar Amazon support guidance: Please reach out to the brand and they'll help you with your issue.

Human review is recommended before sending a final response because this case may involve account, payment, or refund information."
49,"@AmazonHelp Order still stuck.  Let me start this over, would you care to help me with my stuck order @AmazonHelp ? https://t.co/Ko0q88U7mR",order_issue,other,0.15790682451786955,0.6496364039152738,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@185376 You must've received a correspondence from us. Please check. ^HD,"I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: You must've received a correspondence from us. Please check."
50,@AmazonHelp Leider reagiert meine @118117-Playbase nicht mehr korrekt auf Alexa (Echo). Es gab ein Update von Sonos. Problem bekannt?,device_product,device_product,0.15300039069553667,0.29126637449557274,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@414075 Melde dich bitte telefonisch bei uns, damit wir dir hier Hilfestellung geben können: https://t.co/PqNEYpyK19 Liebe Grüße ^TG","I understand that you are having an issue with an Amazon device or product. Please provide the product details and describe the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
51,"@115850 being a Prime customer, extremely disappointed with your service. Fraudulent delivery attempt, raised issue on Customer Support still issue not resolved",missing_delivery,other,0.10527632418192565,0.36168487185188547,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@350703 I'm sorry about this. As mentioned earlier, we'll be sure to forward this internally for review. ^VN","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
52,HEY AMAZON WHERE ARE MY HEADPHONES AND STICKER,missing_delivery,delivery_tracking,0.11972661608772443,0.47543909778728405,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@285440 We don't have access to accounts via Twitter. Since the item is fulfilled by Amazon we can't exchange or replace the item. Feel free to repurchase the item. Thanks for contacting us. ^CO,"I can help you check the latest tracking information for your Amazon order. Please check the tracking details in your order or provide the relevant order information.

Similar Amazon support guidance: We don't have access to accounts via Twitter. Since the item is fulfilled by Amazon we can't exchange or replace the item. Feel free to repurchase the item. Thanks for contacting us."
53,"@AmazonHelp 11-21 dic, el problema no es la fecha de entrega, es la fecha de envío",shipping_information,other,0.10648316217731105,0.4859677571017911,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,"@164753 Comprendo. En caso de no recibir el paquete al final del día, no dudes en contactarnos de nuevo. ^CR","I understand your concern. Please provide a few more details about the issue so it can be reviewed.

Similar Amazon support guidance: Comprendo. En caso de no recibir el paquete al final del día, no dudes en contactarnos de nuevo."
54,"@AmazonHelp u cn check the detail frm d detail i hve provided last time.

do u use bigdata or BI ? search d detail. I dont want 2 fill frm again &amp; again",other,promotion,0.13326183243677664,0.33067256208404744,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@328635 and reply to the same for further assistance. (2/2) ^MO,"I understand that you are having an issue with a promotion or offer. Please check the promotion terms and eligibility associated with the order.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
55,@AmazonHelp It did.  But it’s daylight #savingnotsavings,other,missing_delivery,0.13834779750671336,0.41709202078467317,AUTO_HANDLE,Non-sensitive intent has sufficient historical grounding for an automated draft.,@360560 I'm sorry it didn't provide the date. Please help us improve by documenting its response here: https://t.co/g4VSUTrD5F ^BH,"I understand that your order has not arrived as expected. Please check the latest delivery status and estimated delivery date in your Amazon order details.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent."
56,@AmazonHelp @115851 @120781 @7957 @2246 @AmazonHelp @115821 @115830 @115851  I know you have done nothing to resolve the technical issue with my account but still have sent an email to your team. If only you can do something at least to get this issue resolved as I have been harassed enough by you.,account_issue,account_issue,0.12585724613762503,0.38758383991968437,ESCALATE,Human review recommended for sensitive account_issue case.,@190846 We're glad to hear the issue with your account has been resolved. Thanks for keeping us posted. ^MA,"I understand that you are having trouble with your Amazon account. Please follow the appropriate sign-in or account recovery steps.

No sufficiently similar historical resolution was found, so this draft uses a general response for the predicted intent.

Human review is recommended before sending a final response because this case may involve account, payment, or refund information."
